"patent_id","名称","申请号","摘要"
"10185910","一种宠物用纸球垫料的制造方法及由该方法制造的产品","CN02110286.4","本发明公开了一种宠物用纸球垫料的制造方法及由该方法制造的产品，由纯造纸木浆绝干浆重量100份；增柔膨松剂0.2份-7份；高效分子筛除味吸附剂0.5份-8份；纸浆防腐剂0.2份-6份；轻质碳酸钙1份-10份和水800-1200份所组成，所说的增柔膨松剂为脂肪酰胺咪唑啉季胺盐，高效分子筛除味吸附剂为二氧化硅的水合物，纸浆防腐剂为异噻唑啉酮，轻质碳酸钙为沉淀碳酸钙，将上述组份，充分搅拌均匀，脱水处理，疏条成粒，滚球，筛选，用滚球烘干设备烘干，采用本发明方法制造的产品，重量轻，有细小微孔，能迅速吸收流质物，吸收异味臭味；有杀菌，抑菌，抗菌作用；它可以溶解于水中，可放入厕所的管道里，随自来水排走。"
"10187668","甲壳类幼虫饲养方法和设备","CN00810713.0","一种甲壳类幼虫饲养方法，包括步骤：提供一个容纳幼虫饲养液的水箱(50)；通过出口将已消毒和过滤的幼虫饲养液持续供给到水箱(50)，该出口适于引起饲养液的水平循环，出口处水流速度可防止伤害幼虫；通过一个排水装置持续排出该饲养液，该装置包括一个幼虫筛网；以及维持所述饲养液在选定的温度上。实现甲壳类幼虫饲养方法的设备，包括水箱的彼此闩住和密封的模块化的管道部件(51，52)，两个附属水箱(53，54)，与温度控制装置结合在一起的紫外线消毒单元(55)和循环已过滤和预消毒的饲养液的潜水泵。还提供了一种甲壳类幼虫饲养设备。本发明克服了现有技术中存在的缺陷，可实现甲壳类幼虫饲养商用产业化。"
"10187778","钓鱼用涂漆部件","CN01119520.7","一种形成有凹部的钓鱼用涂漆部件，涂漆的涂料不容易存积在凹部内。电泳涂漆的镁合金制卷线器本体1具有框体及安装在框体侧方的第1侧罩(6a)及第2侧罩。第1侧罩(6a)是在内面侧突出所形成的数个突出部(20)上，从第1侧板(7a)的内侧安装螺栓(30)固定而成。突出部(20)上形成有连通形成了内螺纹的凹部与外部的连通部(25)。连通部(25)是沿与突出部(20)的突出方向正交方向所形成的狭缝，由T槽等进行切削加工。"
"10188902","钓鱼用卷线筒","CN98100498.9","一种钓鱼用卷线筒，它能防止甩杆时的噪音和卷筒旋转速度的急剧变化，即使是初学者也能很容易地控制钓线的空行程，同时又不使钓钩的飞行距离减少。这种钓鱼用卷线筒具有：卷线筒壳体，在壳体内有能选择卷筒处于自由旋转状态，或者处于驱动状态的旋转力传递装置；设置在卷筒内的导电体；对卷筒的旋转进行制动的磁铁；随着卷筒旋转速度的增减而增减其作用在导电体上的磁力，控制卷筒旋转速度的速度控制装置。"
"10190081","钓竿","CN02143549.9","本发明提供一种钓竿，既能够调节钓竿的全长，又能够容易地、长期地保持各竿体之间的配合力。该钓竿的底竿1的竿底侧端部处配置有可拆装式配合部件11。该配合部件11为大致的筒状部件，具有沿轴向延伸的开口槽11c，外周面上有能够嵌入底竿1上的固定孔1b的凸起11a。"
"10190161","钓鱼用卷线器","CN03134844.0","本发明涉及一种钓鱼用卷线器，具有结构简单、可以消除齿轮组的齿隙的动力传递机构。本发明的钓鱼用卷线器具有动力传递机构(7)，通过可以旋转地支撑在卷线器本体(1)上的手柄(6)的旋转操作，来驱动支撑在卷线器本体(1)上的旋转体(2)，以传递驱动力，其特征在于，动力传递机构(7)中的驱动力传递部设有利用弹性部件(31)的摩擦的旋转动力传递组件(30)。"
"10194999","松江鲈鱼水花鱼苗生产技术","CN03141435.4","本发明是在工厂化车间(塑料大棚)里，在24小时封闭循环水系统中，进行松江鲈鱼的苗种生产。由于自然环境的变迁、生态平衡破坏，致使传统的松江鲈鱼面临绝种的危机。本发明利用仅有资源，通过自然捕捞松江鲈鱼、人工暂养、运输、催熟、受(授)精、产卵、孵化等技术，获得水花鱼苗。本发明后备亲鱼采自天然水体，驯养成活率达97％，性腺成熟率达98％，获得了大批量的水花鱼苗。"
"10195038","循环水调温地板","CN02153178.1","本发明公开了一种供牲畜躺卧的循环水调温地板，它是一块以钢制栅栏式换热器为骨架、用水泥基材料浇筑而成的便于移动和运输的平板，换热器上有进水口和出水口与外界的循环水系统相接。炎热时，换热器通地下水使地板降温；寒冷时，通热水使地板升温；气温适宜时，不通水，内部形成空腔的地板减少了传热截面积，有助于减少牲畜的热损耗。"
"10195306","家禽饲料配送系统","CN01818987.3","一种带有饲料分料器(20)的饲料配送系统，该分料器的食槽(22)具有凸曲边(27)，该曲边(27)由相邻的具有较大曲率半径的边区(62)和具有较小曲率半径的边区(62)组成；这里合适的形状为椭圆形、三角形和六边形等。本发明主要通过为家禽提供一个更大的进食区和家禽不进食时提供一个更大的活动区来改善家禽的生存条件。本发明还提高了饲养者的经济效益，尤其是通过降低每只家禽的成本。"
"10199552","氧发生剂、二氧化碳吸收剂、活鱼贝类的运输系统及其运输方法","CN98119560.1","本发明提供在运输活鱼贝类时所用有效氧发生剂、二氧化碳吸收剂和活鱼贝类的运输系统以及活鱼贝类的运输方法。本发明的氧发生剂是用卡普法透湿度(40℃、90％RH)为20g/m<SUP>2</SUP>/24hr以上、且在常压下不透水的透湿性材料包装固体过氧化物和过氧化物分解催化剂而制成。二氧化碳吸收剂是用加莱式透气度(JIS P8117)为0.1-3000秒/空气100ml、而且在常压下不透水的气体透过性材料包装碱土金属氢氧化物和/或其氧化物而制成。又，活鱼贝类的输送系统是将本发明的氧发生剂和二氧化碳吸收剂封入运输袋内而制成。"
"10200596","用于对家禽提供饮用液体的饮用系统","CN01812532.8","本发明公开了一种具有一连续主管线(10)的水分配系统(1)。饮水杯(20)设置在主管线(10)的饮水区段(11)上。在饮水区段(11)之间，主管线(10)具有中间区段(12)，这些中间区段的高度高于饮水区段(11)。饮水杯位于适于饮水的高度处，中间区段位于适于允许禽类在其下方无阻碍通过的高度处。通过冲洗能够清洁整个管线系统，且不具有死头支管。饮水杯(20)的顶缘(22)最好固定在竖直的连接区段(13)上。水分配系统(1)为模块式。饮水杯(20)以可更换的形式安装，如果需要可由具有不同特征的另一部件独立更换，从而无需关闭水流管线以致使系统停止工作。"
"10200597","提高Ω－3高度不饱和脂肪酸在家禽肉中的结合率的方法","CN98809331.6","本申请公开了一种提高家禽肉中的Ω-3HUFA的结合率的喂食制度。具体地说，在家禽的生产期的后期比前期给家禽喂食更高量的Ω-3HUFA。"
"10200665","筒状体的联接结构","CN01817498.1","本发明涉及一种联接结构，用来将构成进行养殖鱼垂钓时所使用的钓杆支架的筒状体之间联接起来。该联接结构，用来将第2筒状体2联接在第1筒状体1上，该第2筒状体2具有筒状的本体部21、配置在本体部21的另一端内部的内部管体22、以及配置成从内部管体22向另一端突出的芯材23，而第1筒状体1具有筒状的本体部11、配置在本体部11的一端内部的内部管体12、以及配置在本体部11的一端外周上并向一端方向突出的套管13。"
"10202328","用于培养苍蝇幼虫且用于获得适于治疗应用目的的苍蝇幼虫分泌物的方法和设备","CN00801057.9","本发明涉及获得昆虫、尤其是苍蝇幼虫(蠕虫)的分泌物以用于治疗目的的方法和设备。苍蝇的卵在抑制其发育的条件下储存和/或运输，将卵由抑制发育的条件下移出并置于孵化条件下并饲养以使蠕虫破蛹出来、生长和分泌出待用的分泌物。"
"10202881","旋转卷线器的钓线导引机构","CN02103342.0","本发明公开了一种旋转卷线器的钓线导引机构，即使滞线的钓线转入与钓线导引侧相反的一侧也不容易缠绕。旋转卷线器的导环臂(7)具有第1及第2导环支撑构件、固定轴(10)、固定轴盖(11)、线型滚轮(12)、及导环(13)。固定轴(10)从第1导环支撑构件上突出。固定轴盖(11)与第1导环支撑构件隔有间隙地设置在固定轴(10)的突出端上，其顶点为以固定轴(10)的轴心(F)为基准朝旋转卷线器的后方向且卷筒的径方向外方配置的大致圆锥形状。线型滚轮(12)旋转自如地支撑在固定轴(10)上。导环的两端插入固定在第2导环支撑构件及固定轴盖(11)的顶点(11a)上，且平滑地连结在第1棱线(11b)及第2棱线(11c)上。"
"10202882","鱼竿","CN02119830.6","一种鱼竿，是具有改善了耐磨性的标记部的鱼竿，在具有文字或图案等标记部的鱼竿上，通过激光打印形成所述标记部。"
"10203656","用于处理养殖用水的硅胶及制法和养殖用水的处理方法","CN02142319.9","本发明提供了一种用于处理养殖用水的硅胶及其制备方法，和用其处理养殖用水的方法。本发明硅胶含有以硅胶固体的总重量计，80-99％(重量)的硅胶粉末，0-10％(重量)的有机粉结剂，和1-10％(重量)的无机粉结剂。本发明硅胶无毒，不会造成二次污染，不但具备砂滤的优点，而且还可以为硝化细菌的培养提供生化环境。"
"10204484","旋转卷线器","CN01142570.9","本发明是一种旋转卷线器，不必将用于制动操作之外的手指离开钓竿就可圆滑地进行限制操作。在拉杆制动型的旋转卷线器上设有含有第1操作部(21c)的制动杆(21)、及含有面对第1操作部(21c)地配置的第2操作部(26a)的辅助拉杆(22)，利用第1操作部(21c)的拉入操作使制动杆(21)动作，增加制动部(20)的制动力，利用第2操作部(26a)的压入操作使辅助拉杆(22)动作，从制动解除状态切换至预定制动状态的限制状态。"
"10204485","钓竿用卷筒座及钓竿","CN01140205.9","本发明提供一种钓竿用卷筒座及钓竿，其包含：一卷筒定位座面(5a)，形成于本体部(3)的外周面的上顶部；及一扳柄(13)，由该本体部(3)的外周面的下顶部(5b)起往后下方倾斜30°左右的方向突出，且由该扳柄(13)的正面(13a)起至竿体的下顶部的连接部(14)的长度为足以钩挂两只手指的长度，而钩挂在此的两只手指是对与竿体(25)的中心轴X-X垂直的方向开30°的方向排列。因此，不必将手腕弯曲得很大就可以握紧钓竿，且因为通过使大拇指钩挂在卷筒(31)，并将其它四只手指放置于扳柄(13)之上，则可进行支撑本体部(3)或扳柄(13)的持竿动作，故不必特别握紧钓竿以阻止钓竿往轴旋转方向倾斜。"
"10206109","一种用于穿线式鱼杆的线引导架","CN02148271.3","本发明涉及一种钓鱼线引导架，该引导架把钓鱼线从线轴上引到穿线式鱼杆的内通孔。该钓鱼线引导架安装在通往穿线式鱼杆内通孔的线引导口之上，它包括前后固定部、连接部和中间支撑部。该前后固定部安装在穿线式鱼杆的外圆周表面上。该连接部与前后固定部形成为一体，连接部包括第一引导部和中间支撑部。该中间支撑部包括第二引导部。钓鱼线穿过第一引导部，第二引导部从线轴延伸到线引导口中。该连接部包括通过把连接部的两侧的至少一部分朝穿线式鱼杆向下弯曲形成的两个加强肋。"
